plot_name	sample_name	colony_points	theta	psi	elevation	x_i	_x_j	x_k	y_i	y_j	y_k	z_i	z_j	z_k
cur_kal_05m_20200214	KP0950_AC_WP05	10676	-14.678810385822514	9.57836352429769	17.306980856159786	0.5290197889619288	-0.8031225077430447	0.2741027187811159	0.8109211301606646	0.5736185210395386	0.11562315070678002	-0.25008995090892144	0.1611087517080793	0.9547245605814473
cur_kal_05m_20200214	KP0952_HU_WP05	57	15.108331039684918	53.735717541352656	54.259894392160284	-0.26626771619839384	-0.5353166841871182	0.801584400385512	0.9509119242824157	-0.28193612523951006	0.12758735651483957	0.15769595926340366	0.7962085586803501	0.5841095064422034
cur_kal_05m_20200214	KP0954_HU_WP05	15	-59.08635384942342	31.241317655509203	119.3721061954955	-0.11141821628582338	0.7562014248814781	-0.6447832085956547	0.5627427940413751	0.582783087906249	0.5862460406731661	0.8190888406236481	-0.2975286161996511	-0.4904795548319305
cur_kal_05m_20200214	KP0955_HU_WP05	39	-53.80679282803017	-65.11403700244634	111.39455530503749	-0.7844727301513074	0.5883279297507197	0.19614480040058774	0.3688582309164171	0.18837966115049168	0.9101959727168853	0.49854402126007413	0.7863735437691545	-0.36478830645427296
cur_kal_05m_20200214	KP0956_HU_WP05	84	3.451148405804535	10.405663205171589	10.939543866552526	0.652635092460338	-0.7512299808175373	0.09859488835719929	0.7553552136477131	0.6349374908512657	-0.16215080612416571	0.05921095594992443	0.1802994693069879	0.981827970707249
cur_kal_05m_20200214	KP0958_HU_WP05	45	-30.278855417976455	26.45647208069885	37.49384950521087	0.2533910377986162	-0.798889491255878	0.5454984534572619	0.8492339012575738	0.45374392766457117	0.27003375541285507	-0.46324374029033727	0.3948316462347625	0.7934186840586537
cur_kal_05m_20200214	KP0962_AC_WP05	5204	26.110482030473367	36.82855368529614	41.82863801176688	0.4021285836674008	-0.8164661537485289	0.4143375700811281	0.8395914071377277	0.1483226777958428	-0.5225769343474326	0.36521072171849017	0.5580173859608266	0.7451427552538543
cur_kal_05m_20200214	KP0963_HU_WP05	194	3.6141606895416345	-38.45989694521689	38.54787835069877	0.8162303657945701	-0.42617044435057844	-0.39005992144399165	0.5756107571443069	0.6576322311556674	0.48599599258119064	0.04939884831269015	-0.6212073735132653	0.7820876887396517
cur_kal_05m_20200214	KP0965_AC_WP05	75	71.47071199109212	-31.685693375318678	71.82947302467329	0.36608279196996263	0.449008872638969	-0.8150916646089317	0.016877392037934175	0.8725466372931189	0.4882392030413661	0.9304292251759265	-0.19249259216903006	0.3118462103322286
cur_kal_05m_20200214	KP0966_AC_WP05	1806	60.86999217149181	-47.14859106764778	64.46572393857201	0.5719465079311767	0.218663143898259	-0.7906096518294358	0.27310633413748425	0.858068466692238	0.43489244270556876	0.7734921604769612	-0.46465571767595937	0.43105097344945403
cur_kal_05m_20200214	KP0969_HU_WP05	12	12.081102223392497	56.35683882176459	56.62171235875627	-0.3159615205218755	-0.49403629332135024	0.8099978138432258	0.9414361497400736	-0.2692122357758834	0.20303385942038282	0.11775522711153857	0.8267121101023325	0.5501643331751516
cur_kal_05m_20200214	KP0970_HU_WP05	104	29.403831448464395	-11.319510440968445	30.88169910786986	0.8065608010871311	-0.29330424125318094	-0.5132565598339501	0.3398970796277928	0.9404568589461505	-0.0032972293882205794	0.4836627434588934	-0.1717949898106359	0.8582288925838959
cur_kal_05m_20200214	KP0971_HU_WP05	160	23.261479757792674	-26.368994273215023	33.271026701587324	0.8089172877868751	-0.308335721863131	-0.500581565923744	0.46527205522276693	0.8562369719364961	0.22445525727369856	0.35940887043631553	-0.41447235192731696	0.8360848840515716
cur_kal_05m_20200214	KP0972_HU_WP05	151	53.41990378475691	-39.732459314332054	57.7223125505871	0.6386770806100708	0.12119374004176034	-0.7598708206518311	0.2725604498996692	0.8878598876131785	0.37069613043300575	0.7195848718906527	-0.4438658551208961	0.5340231407007646
cur_kal_05m_20200214	KP0973_HU_WP05	223	50.16147442142925	-26.989544658869853	52.4806106576687	0.6596969110936882	0.08680486451683285	-0.746501775610521	0.1786803609649249	0.9467077762192335	0.2679882740932483	0.72998172175671	-0.3101762433556899	0.6090298711548239
cur_kal_05m_20200214	KP0974_AC_WP05	3842	15.464648571285307	-63.59374640723806	116.1935166669893	-0.7820136791637228	0.18768208899646524	0.5943315901672576	0.6111804585748226	0.417763402002654	0.6722590177925756	-0.12211901021989814	0.8889596016788905	-0.4414043202391891
cur_kal_05m_20200214	KP0975_AC_WP05	503	-18.051134510698812	51.496694423490936	52.401249038327514	-0.12352104210151237	-0.6372079432726475	0.7607289853741598	0.9722156746995629	0.07590333078075247	0.22143930600699802	-0.19884474855180273	0.766945057619273	0.6101278919757236
cur_kal_05m_20200214	KP0976_AC_WP05	43	54.760611980268436	-27.218119502651295	56.41661625828576	0.6086513045144744	0.16701041907045291	-0.7756617235849274	0.12829522484694045	0.9440160676727538	0.30393091198024513	0.7829967591211994	-0.2845016412915437	0.5531499718052205
cur_kal_05m_20200214	KP0977_AC_WP05	139	21.839779034760614	58.42647694757265	59.17407359305492	-0.4175124588229749	-0.39891350823034644	0.8164259670533214	0.8851588516088913	-0.3816165639734723	0.2662003108929613	0.2053707723752877	0.8338086177609572	0.512431492788587
cur_kal_05m_20200214	KP0978_AC_WP05	5474	-85.00879050135494	-57.02529751146679	94.94681549130482	-0.157712782894968	0.7726467117775125	-0.6149339288825445	-0.01510632720990808	0.6207667193783242	0.7838497808831103	0.9873694733936996	0.13291252345686028	-0.08623099279596452
cur_kal_05m_20200214	KP0979_HU_WP05	100	-36.775643984466114	27.87966615886993	42.480503023922566	0.2126663996204886	-0.7890335380658688	0.5763671384453802	0.8067903736624464	0.4745579248468467	0.3519716876833491	-0.5512370592023625	0.39015490740513825	0.7375071882969135
cur_kal_05m_20200214	KP0980_HU_WP05	57	13.976118590221711	49.622751901632945	50.24114197638126	-0.1458823796386435	-0.6227877433746523	0.7686701230132956	0.9764123880420474	-0.21565449440372952	0.010582415674016632	0.1591765679646115	0.7520828184088373	0.6395578585751466
cur_kal_05m_20200214	KP0981_AC_WP05	3954	-60.49312005607181	32.28453248738079	118.05279408764568	-0.10004187126397826	0.751799902255741	-0.6517580309917628	0.5472132096037043	0.588654531484402	0.5950155845001803	0.8309929766425309	-0.2971241315193654	-0.4702849383508354
cur_kal_05m_20200214	KP0982_AC_WP05	11621	4.366569019891328	-5.550725783271697	7.045609904208079	0.7594752359197041	-0.6393489130117667	-0.12012632290793746	0.6461071190839432	0.7628437534980974	0.02479916163867396	0.0757822980237262	-0.09644882155633776	0.9924488239333235
cur_kal_05m_20200214	KP0983_AC_WP05	1319	-46.373300605104696	-45.15383853073713	124.53537784654596	-0.699356509615761	0.7146102407224411	-0.015253731106680117	0.39642912892691834	0.40554806403546073	0.8236350608706109	0.5947641702358212	0.5699675180321285	-0.5669149937971216
