plot_name	sample_name	colony_points	colony_elevation	ground_elevation	colony_rugosity	overhang_prop	outcrop_prop	environment_rugosity	colony_range	environment_range
SB10	KP0051_AC_SB10	6121	52.24828512	61.24278429	1	0.48115806	0.477231211	2.038068326	0.097040024	0.2
SB10	KP0052_AC_SB10	3720	34.48862879	54.12394253	1	0.845081259	0.539530567	1.875333132	0.08269655	0.2
SB10	KP0053_AC_SB10	531	112.2576655	65.7270347	1.840205731	0	0.541424204	1.986681059	0.039859705	0.2
SB10	KP0054_AC_SB10	291	121.2304545	125.6109905	1.795209859	0.03055948	0.534929877	2.506581127	0.033564081	0.2
SB10	KP0056_AC_SB10	178	105.5703187	74.7985523	1.13740366	0.075945291	0.514351304	2.124590941	0.021139549	0.2
SB10	KP0057_AC_SB10	3002	131.558255	100.2285719	1.937830214	0.00623382	0.617017381	1.90995258	0.066567893	0.2
SB10	KP0058_AC_SB10	3938	32.54250787	93.4951982	1.486738352	0.058492491	0.675372926	1.951357225	0.071248696	0.2
SB10	KP0059_AC_SB10	194	83.51037029	35.12129501	1.745436478	0	0.409959693	2.072823289	0.024808335	0.2
SB10	KP0061_AC_SB10	6307	119.3206775	18.69391593	2.010858136	0	0.767412685	1.792956075	0.116094444	0.2
SB10	KP0062_AC_SB10	3612	35.97206756	47.25893528	1.528747458	0.031181144	0.597750862	1.996599261	0.073328225	0.2
SB10	KP0064_AC_SB10	3073	37.7419365	27.38664346	1.665375508	0.000526722	0.601653447	2.173836755	0.06355515	0.2
SB10	KP0065_AC_SB10	864	116.3869216	73.39561103	1.082652479	0	0.593099121	2.07773371	0.039422914	0.2
SB10	KP0066_AC_SB10	4896	26.88763708	84.00976054	1.050517195	0.924449567	0.427775257	2.093984038	0.088418349	0.2
SB10	KP0067_LM_SB10	1700	109.8375733	134.8769667	1.081090175	0.06488034	0.649391601	1.907485158	0.060619272	0.2
SB10	KP0069_AC_SB10	44409	55.07357297	39.54950658	1.357833014	0.008691981	0.606618324	2.28404439	0.214680307	0.2
SB10	KP0070_AC_SB10	2883	106.0954465	41.4562512	1	0.921539174	0.496354173	1.220939169	0.087469375	0.2
SB10	KP0071_AC_SB10	1807	119.0158388	123.4079541	1	0.817926174	0.46033	2.00176253	0.070562333	0.2
SB10	KP0073_HU_SB10	181	40.39730205	36.45488643	1.229054887	0	0.546321079	1.835150397	0.020375636	0.2
SB10	KP0074_AC_SB10	1067	111.2100823	130.2372365	1.346874	0	0.547494734	2.219168107	0.046878399	0.2
SB10	KP0076_AC_SB10	1395	24.12864493	15.20539901	1.071362815	0.226069657	0.443459961	2.277403232	0.054515759	0.2
SB10	KP0077_AC_SB10	572	107.2829258	37.26690341	1.228069484	0.31010512	0.455168876	2.264124286	0.04150118	0.2
SB10	KP0078_AC_SB10	641	6.418844764	34.45232064	1.149352572	0.862809502	0.433013832	1.859273291	0.02975105	0.2
SB10	KP0079_LM_SB10	770	98.59855927	102.3497934	1.653204238	0.757474977	0.434504392	2.052394027	0.041936735	0.2
SB10	KP0082_AC_SB10	6415	27.87831934	16.94894633	1.622337022	0	0.46810578	2.258986177	0.094723234	0.2
SB10	KP0083_AC_SB10	6441	27.08682796	131.1937837	1.382618736	0.018573166	0.449329667	2.35198803	0.09881686	0.2
SB10	KP0084_AC_SB10	420	12.70910256	41.13315097	1.311513797	0.581634712	0.402854332	1.821215716	0.030651662	0.2
SB10	KP0085_AC_SB10	1539	57.05082447	41.89652201	1.373083132	0.8930408	0.375779268	1.684399716	0.057921061	0.2
SB10	KP0086_LM_SB10	5325	37.23309529	31.04255297	1.668855866	0.296233671	0.517236651	1.758729164	0.095980105	0.2
SB10	KP0087_AC_SB10	1594	20.25730556	11.31414635	1.27701397	0.372728903	0.489531096	2.187253821	0.052659712	0.2
